1.0000000000000000E+00	0.0000000000000000E+00
9.9956327775534700E-01	7.2953601509439900E-05
9.9825311102139000E-01	2.9281377044199800E-04
9.9607249789134100E-01	6.5858114239343700E-04
9.9302443645841200E-01	1.1672576241510300E-03
9.8911592227343400E-01	1.8168444869063200E-03
9.8435095279402200E-01	2.6053430018508200E-03
9.7874052102862500E-01	3.5277563469633300E-03
9.7229362125688000E-01	4.5810864290311300E-03
9.6502024712282900E-01	5.7603364260330400E-03
9.5693538909253700E-01	7.0605095159478500E-03
9.4805103953885300E-01	8.4756095123501400E-03
9.3838318829224500E-01	1.0000639593218700E-02
9.2794982391199100E-01	1.1627604843319600E-02
9.1676793559296200E-01	1.3352507805035900E-02
9.0485751062324300E-01	1.5167353563133800E-02
8.9223953565532300E-01	1.7064147202379200E-02
8.7893599670609400E-01	1.9037891900751100E-02
8.6496987915685600E-01	2.1080592743015400E-02
8.5036616711771300E-01	2.3185254178342500E-02
8.3514984469877100E-01	2.5343881291498600E-02
8.1934689537454100E-01	2.7549478531653800E-02
8.0298730007715000E-01	2.9795050347978600E-02
7.8609704228110900E-01	3.2072601825239100E-02
7.6870710228294700E-01	3.4375137412605500E-02
7.5084746101479400E-01	3.6694662194844000E-02
7.3254909877318000E-01	3.9023181256720700E-02
7.1384499458344400E-01	4.1353699047405800E-02
6.9476812747092800E-01	4.3678220651665500E-02
6.7534947773216200E-01	4.5987751789861600E-02
6.5562602185010300E-01	4.8275296911164500E-02
6.3562973948568700E-01	5.0531861735935900E-02
6.1539760712187000E-01	5.2749451348942000E-02
5.9496360314839700E-01	5.4919071470544700E-02
5.7436470404822500E-01	5.7031727821105700E-02
5.5363488821109700E-01	5.9078426120987000E-02
5.3281313084878000E-01	6.1051171454954600E-02
5.1193341035101600E-01	6.2939970178966100E-02
4.9103370256516800E-01	6.4735828013383400E-02
4.7015098397419200E-01	6.6428751314164100E-02
4.4931923296783200E-01	6.8011744530478600E-02
4.2857742475785300E-01	6.9473814653880100E-02
4.0796053709840500E-01	7.0806966769134800E-02
3.8750554647244300E-01	7.2002206596604500E-02
3.6724743063411600E-01	7.3052538585459600E-02
3.4722116733757300E-01	7.3948968456061900E-02
3.2746373306577000E-01	7.4685500021985900E-02
3.0800710747964200E-01	7.5255137732402100E-02
2.8888626833334000E-01	7.5651885400885000E-02
2.7013619338100900E-01	7.5870746205413300E-02
2.5178786291918300E-01	7.5907722688370100E-02
2.3387325660879600E-01	7.5758817392138500E-02
2.1642535347518900E-01	7.5422031587910000E-02
1.9946314144204200E-01	7.4895366546876100E-02
1.8284571012835800E-01	7.4156836252143600E-02
1.6657505826294400E-01	7.3146478839458000E-02
1.5072114135409800E-01	7.1808329902182200E-02
1.3535391491011700E-01	7.0104413592954800E-02
1.2054733189691300E-01	6.8008746437265800E-02
1.0636834972957100E-01	6.5510335426668600E-02
9.2885924551984900E-02	6.2615176747588500E-02
8.0163016321619400E-02	5.9341258959301800E-02
6.8256588809517100E-02	5.5719562358340000E-02
5.7218608964698400E-02	5.1790061520872700E-02
4.7093048820949800E-02	4.7603724031515900E-02
3.7913886768015500E-02	4.3215514932502900E-02
2.9710104373618300E-02	3.8683397359279400E-02
2.2500689561438900E-02	3.4068332540504200E-02
1.6296635339923800E-02	2.9427284247218700E-02
1.1101939166689900E-02	2.4816216886060400E-02
6.9146023129289700E-03	2.0283099948432700E-02
3.7256304990026300E-03	1.5871905468122200E-02
1.5220319876558500E-03	1.1616611834873000E-02
2.8781694842080400E-04	7.5442018875994800E-03
0.0000000000000000E+00	3.6686667279610100E-03
6.3559576109594200E-04	0.0000000000000000E+00
2.1476341047094000E-03	-3.4018364320292200E-03
4.4881455394369100E-03	-6.4848756191062400E-03
7.6291478619597900E-03	-9.2631086628903900E-03
1.1540660140150800E-02	-1.1758521580274900E-02
1.6195699535095600E-02	-1.3999096574578500E-02
2.1566283843475500E-02	-1.6013815213524100E-02
2.7627428955184400E-02	-1.7833657793643200E-02
3.4358148217733500E-02	-1.9492602704679800E-02
4.1739453707442000E-02	-2.1023628971973800E-02
4.9756354958246500E-02	-2.2460714985269300E-02
5.8399857690508800E-02	-2.3833841676693600E-02
6.7666963811016100E-02	-2.5171990613969500E-02
7.7558672684172800E-02	-2.6499146542798700E-02
8.8080980496404200E-02	-2.7837295480074600E-02
9.9246878984965500E-02	-2.9203426620669200E-02
1.1107235798032400E-01	-3.0608532973029100E-02
1.2357440667735300E-01	-3.2056611994771300E-02
1.3677601045734900E-01	-3.3543666228278800E-02
1.5069615724399200E-01	-3.5059702029509200E-02
1.6535483432536900E-01	-3.6579735288356500E-02
1.8077102962515800E-01	-3.8069787615076800E-02
1.9695773488061500E-01	-3.9482888882670600E-02
2.1385998504950800E-01	-4.0756079133670900E-02
2.3127590852217900E-01	-4.1863374893567600E-02
2.4916553072246000E-01	-4.2802777433552200E-02
2.6749787135381800E-01	-4.3576285482433100E-02
2.8623995139091500E-01	-4.4185897769018900E-02
3.0535979117281400E-01	-4.4632613657713600E-02
3.2482141358096200E-01	-4.4923428699347200E-02
3.4459383831882900E-01	-4.5059342258323700E-02
3.6463908953905300E-01	-4.5047349885472800E-02
3.8492418821629400E-01	-4.4892448402815800E-02
4.0541215786759600E-01	-4.4601633361182200E-02
4.2606802073881000E-01	-4.4179901582593400E-02
4.4685380098257500E-01	-4.3634248617879000E-02
4.6773452084474200E-01	-4.2973668746677100E-02
4.8867220447795200E-01	-4.2203158791008900E-02
5.0963087476365000E-01	-4.1332712394916800E-02
5.3057355521888000E-01	-4.0367326380422000E-02
5.5146226999628200E-01	-3.9315995027162700E-02
5.7226104197730200E-01	-3.8185713885968500E-02
5.9293389404338800E-01	-3.6984477872073300E-02
6.1344384971158300E-01	-3.5719282536306900E-02
6.3375493186333400E-01	-3.4397123429498800E-02
6.5383016401568500E-01	-3.3024996102478800E-02
6.7363656714329600E-01	-3.1610895470480700E-02
6.9313716476321000E-01	-3.0160817719930100E-02
7.1229897785008700E-01	-2.8680759037252300E-02
7.3108802801418200E-01	-2.7178714337681200E-02
7.4947033686575300E-01	-2.5659680443238000E-02
7.6741492410826700E-01	-2.4130652904752500E-02
7.8488981008078800E-01	-2.2598627273054300E-02
8.0186401448678600E-01	-2.1068600370164500E-02
8.1830755639413300E-01	-1.9547567746912900E-02
8.3419145423510600E-01	-1.8041525589724900E-02
8.4948872517079100E-01	-1.6556470085025900E-02
8.6417138699786900E-01	-1.5099396783645500E-02
8.7821345624183000E-01	-1.3675302507605100E-02
8.9159094815697200E-01	-1.2290183443330000E-02
9.0428087736199700E-01	-1.0952034506054100E-02
9.1625925911120500E-01	-9.6648531533944400E-03
